cuequivariance or cuequivariance_torch is not available. Cuequivariance acceleration will be disabled.
Using float64 for MACECalculator, which is slower but more accurate. Recommended for geometry optimization.
Using head Default out of ['Default']
       Step     Time          Energy          fmax
LBFGS:    0 07:41:08     -767.542473        0.933039
LBFGS:    1 07:41:09     -767.573021        0.862927
LBFGS:    2 07:41:10     -767.733514        0.197890
LBFGS:    3 07:41:11     -767.737261        0.182677
LBFGS:    4 07:41:12     -767.753412        0.078665
LBFGS:    5 07:41:13     -767.753893        0.076211
LBFGS:    6 07:41:14     -767.756159        0.037149
LBFGS:    7 07:41:15     -767.756517        0.049952
LBFGS:    8 07:41:16     -767.756756        0.050830
LBFGS:    9 07:41:17     -767.756986        0.040975
LBFGS:   10 07:41:18     -767.757278        0.022222
LBFGS:   11 07:41:19     -767.757450        0.025491
LBFGS:   12 07:41:20     -767.757545        0.022057
LBFGS:   13 07:41:21     -767.757635        0.021002
LBFGS:   14 07:41:22     -767.757779        0.021716
LBFGS:   15 07:41:23     -767.757940        0.022137
LBFGS:   16 07:41:24     -767.758052        0.023662
LBFGS:   17 07:41:25     -767.758112        0.019677
LBFGS:   18 07:41:26     -767.758167        0.013539
LBFGS:   19 07:41:27     -767.758248        0.014483
LBFGS:   20 07:41:28     -767.758336        0.011360
LBFGS:   21 07:41:29     -767.758391        0.013478
LBFGS:   22 07:41:30     -767.758415        0.012037
LBFGS:   23 07:41:31     -767.758434        0.009203
LBFGS:   24 07:41:32     -767.758464        0.008093
LBFGS:   25 07:41:33     -767.758501        0.007419
LBFGS:   26 07:41:34     -767.758531        0.007071
LBFGS:   27 07:41:35     -767.758548        0.007525
LBFGS:   28 07:41:36     -767.758563        0.006139
LBFGS:   29 07:41:37     -767.758588        0.005507
LBFGS:   30 07:41:39     -767.758623        0.006008
LBFGS:   31 07:41:40     -767.758655        0.005921
LBFGS:   32 07:41:41     -767.758671        0.007155
LBFGS:   33 07:41:42     -767.758681        0.006397
LBFGS:   34 07:41:43     -767.758694        0.004465
LBFGS:   35 07:41:44     -767.758712        0.004831
LBFGS:   36 07:41:45     -767.758730        0.003965
LBFGS:   37 07:41:46     -767.758741        0.004277
LBFGS:   38 07:41:47     -767.758748        0.004278
LBFGS:   39 07:41:48     -767.758758        0.004199
LBFGS:   40 07:41:49     -767.758774        0.005183
LBFGS:   41 07:41:50     -767.758795        0.004787
LBFGS:   42 07:41:51     -767.758812        0.005787
LBFGS:   43 07:41:52     -767.758822        0.006160
LBFGS:   44 07:41:53     -767.758830        0.005420
LBFGS:   45 07:41:54     -767.758842        0.004651
LBFGS:   46 07:41:55     -767.758857        0.004248
LBFGS:   47 07:41:56     -767.758867        0.003089
LBFGS:   48 07:41:57     -767.758872        0.003022
LBFGS:   49 07:41:58     -767.758875        0.002415
LBFGS:   50 07:41:59     -767.758879        0.002257
LBFGS:   51 07:42:00     -767.758884        0.002244
LBFGS:   52 07:42:01     -767.758888        0.002407
LBFGS:   53 07:42:02     -767.758891        0.002865
LBFGS:   54 07:42:03     -767.758893        0.002639
LBFGS:   55 07:42:04     -767.758896        0.001930
LBFGS:   56 07:42:05     -767.758901        0.002668
LBFGS:   57 07:42:06     -767.758907        0.003236
LBFGS:   58 07:42:07     -767.758913        0.004576
LBFGS:   59 07:42:08     -767.758917        0.004861
LBFGS:   60 07:42:09     -767.758922        0.004376
LBFGS:   61 07:42:10     -767.758932        0.003725
LBFGS:   62 07:42:11     -767.758948        0.004566
LBFGS:   63 07:42:12     -767.758967        0.004288
LBFGS:   64 07:42:13     -767.758984        0.006300
LBFGS:   65 07:42:14     -767.758997        0.006696
LBFGS:   66 07:42:15     -767.759012        0.005756
LBFGS:   67 07:42:16     -767.759037        0.005385
LBFGS:   68 07:42:17     -767.759066        0.005035
LBFGS:   69 07:42:18     -767.759087        0.006010
LBFGS:   70 07:42:19     -767.759095        0.005901
LBFGS:   71 07:42:20     -767.759100        0.004727
LBFGS:   72 07:42:21     -767.759106        0.003729
LBFGS:   73 07:42:22     -767.759114        0.003817
LBFGS:   74 07:42:23     -767.759120        0.003919
LBFGS:   75 07:42:24     -767.759123        0.003980
LBFGS:   76 07:42:25     -767.759126        0.004011
LBFGS:   77 07:42:26     -767.759132        0.004031
LBFGS:   78 07:42:27     -767.759142        0.004016
LBFGS:   79 07:42:28     -767.759156        0.004576
LBFGS:   80 07:42:29     -767.759171        0.007328
LBFGS:   81 07:42:31     -767.759185        0.008599
LBFGS:   82 07:42:32     -767.759204        0.008673
LBFGS:   83 07:42:33     -767.759239        0.007546
LBFGS:   84 07:42:34     -767.759303        0.009040
LBFGS:   85 07:42:35     -767.759395        0.009206
LBFGS:   86 07:42:36     -767.759474        0.011185
LBFGS:   87 07:42:37     -767.759517        0.011812
LBFGS:   88 07:42:38     -767.759544        0.010246
LBFGS:   89 07:42:39     -767.759575        0.006748
LBFGS:   90 07:42:40     -767.759606        0.005051
LBFGS:   91 07:42:41     -767.759623        0.003320
LBFGS:   92 07:42:42     -767.759628        0.002912
LBFGS:   93 07:42:43     -767.759629        0.002383
LBFGS:   94 07:42:44     -767.759631        0.001428
LBFGS:   95 07:42:45     -767.759633        0.000793
Optimized energy (eV): -767.7596332447779
