cuequivariance or cuequivariance_torch is not available. Cuequivariance acceleration will be disabled.
Using float64 for MACECalculator, which is slower but more accurate. Recommended for geometry optimization.
Using head Default out of ['Default']
       Step     Time          Energy          fmax
LBFGS:    0 08:05:06      -55.954761        0.086758
LBFGS:    1 08:05:06      -55.955270        0.078107
LBFGS:    2 08:05:07      -55.957782        0.069221
LBFGS:    3 08:05:07      -55.957969        0.068984
LBFGS:    4 08:05:07      -55.961673        0.092276
LBFGS:    5 08:05:07      -55.962153        0.100657
LBFGS:    6 08:05:07      -55.966461        0.128953
LBFGS:    7 08:05:08      -55.968805        0.095096
LBFGS:    8 08:05:08      -55.970358        0.109191
LBFGS:    9 08:05:08      -55.971054        0.113597
LBFGS:   10 08:05:08      -55.972119        0.097444
LBFGS:   11 08:05:08      -55.973179        0.059682
LBFGS:   12 08:05:08      -55.973867        0.053327
LBFGS:   13 08:05:08      -55.974127        0.054450
LBFGS:   14 08:05:09      -55.974268        0.046839
LBFGS:   15 08:05:09      -55.974452        0.031579
LBFGS:   16 08:05:09      -55.974663        0.027386
LBFGS:   17 08:05:09      -55.974805        0.031195
LBFGS:   18 08:05:09      -55.974885        0.031755
LBFGS:   19 08:05:09      -55.974970        0.027988
LBFGS:   20 08:05:10      -55.975116        0.027182
LBFGS:   21 08:05:10      -55.975317        0.031606
LBFGS:   22 08:05:10      -55.975487        0.025569
LBFGS:   23 08:05:10      -55.975571        0.018514
LBFGS:   24 08:05:10      -55.975615        0.016491
LBFGS:   25 08:05:10      -55.975672        0.019522
LBFGS:   26 08:05:11      -55.975765        0.023153
LBFGS:   27 08:05:11      -55.975887        0.032832
LBFGS:   28 08:05:11      -55.976023        0.046437
LBFGS:   29 08:05:11      -55.976185        0.052582
LBFGS:   30 08:05:11      -55.976424        0.049486
LBFGS:   31 08:05:11      -55.976745        0.033719
LBFGS:   32 08:05:12      -55.977016        0.021878
LBFGS:   33 08:05:12      -55.977117        0.007808
LBFGS:   34 08:05:12      -55.977130        0.001266
LBFGS:   35 08:05:12      -55.977130        0.000236
Optimized energy (eV): -55.97713027400404
