cuequivariance or cuequivariance_torch is not available. Cuequivariance acceleration will be disabled.
Using float64 for MACECalculator, which is slower but more accurate. Recommended for geometry optimization.
Using head Default out of ['Default']
       Step     Time          Energy          fmax
LBFGS:    0 08:26:29      -11.326633        0.298470
LBFGS:    1 08:26:29      -11.328538        0.286863
LBFGS:    2 08:26:29      -11.353513        0.168532
LBFGS:    3 08:26:29      -11.354310        0.155821
LBFGS:    4 08:26:29      -11.358965        0.060000
LBFGS:    5 08:26:30      -11.360977        0.044533
LBFGS:    6 08:26:30      -11.361649        0.012334
LBFGS:    7 08:26:30      -11.361683        0.001071
LBFGS:    8 08:26:30      -11.361683        0.000030
Optimized energy (eV): -11.361682822303447
