cuequivariance or cuequivariance_torch is not available. Cuequivariance acceleration will be disabled.
Using float64 for MACECalculator, which is slower but more accurate. Recommended for geometry optimization.
Using head Default out of ['Default']
       Step     Time          Energy          fmax
LBFGS:    0 21:37:12      -67.522932        0.145260
LBFGS:    1 21:37:13      -67.523920        0.133721
LBFGS:    2 21:37:13      -67.529091        0.073307
LBFGS:    3 21:37:13      -67.529471        0.072383
LBFGS:    4 21:37:13      -67.530926        0.093147
LBFGS:    5 21:37:13      -67.532345        0.086844
LBFGS:    6 21:37:14      -67.533755        0.069113
LBFGS:    7 21:37:14      -67.534711        0.099042
LBFGS:    8 21:37:14      -67.535582        0.110704
LBFGS:    9 21:37:14      -67.536695        0.105672
LBFGS:   10 21:37:14      -67.538377        0.078721
LBFGS:   11 21:37:14      -67.540092        0.082869
LBFGS:   12 21:37:15      -67.541135        0.100770
LBFGS:   13 21:37:15      -67.541750        0.097048
LBFGS:   14 21:37:15      -67.542500        0.078393
LBFGS:   15 21:37:15      -67.543496        0.046552
LBFGS:   16 21:37:15      -67.544435        0.060539
LBFGS:   17 21:37:15      -67.544968        0.067840
LBFGS:   18 21:37:16      -67.545232        0.062492
LBFGS:   19 21:37:16      -67.545521        0.048889
LBFGS:   20 21:37:16      -67.545935        0.036538
LBFGS:   21 21:37:16      -67.546318        0.037572
LBFGS:   22 21:37:16      -67.546518        0.040199
LBFGS:   23 21:37:16      -67.546617        0.036772
LBFGS:   24 21:37:17      -67.546731        0.028566
LBFGS:   25 21:37:17      -67.546889        0.019462
LBFGS:   26 21:37:17      -67.547040        0.023155
LBFGS:   27 21:37:17      -67.547124        0.023548
LBFGS:   28 21:37:17      -67.547166        0.021258
LBFGS:   29 21:37:17      -67.547211        0.016490
LBFGS:   30 21:37:18      -67.547281        0.013876
LBFGS:   31 21:37:18      -67.547349        0.014418
LBFGS:   32 21:37:18      -67.547390        0.013827
LBFGS:   33 21:37:18      -67.547411        0.012297
LBFGS:   34 21:37:18      -67.547436        0.011168
LBFGS:   35 21:37:18      -67.547474        0.010790
LBFGS:   36 21:37:19      -67.547517        0.009836
LBFGS:   37 21:37:19      -67.547547        0.009790
LBFGS:   38 21:37:19      -67.547563        0.009850
LBFGS:   39 21:37:19      -67.547578        0.009047
LBFGS:   40 21:37:19      -67.547598        0.007115
LBFGS:   41 21:37:20      -67.547617        0.004755
LBFGS:   42 21:37:20      -67.547626        0.003290
LBFGS:   43 21:37:20      -67.547628        0.002957
LBFGS:   44 21:37:20      -67.547630        0.002338
LBFGS:   45 21:37:20      -67.547631        0.002810
LBFGS:   46 21:37:20      -67.547633        0.002570
LBFGS:   47 21:37:21      -67.547635        0.002774
LBFGS:   48 21:37:21      -67.547636        0.003601
LBFGS:   49 21:37:21      -67.547638        0.004362
LBFGS:   50 21:37:21      -67.547644        0.005250
LBFGS:   51 21:37:21      -67.547658        0.006241
LBFGS:   52 21:37:21      -67.547687        0.007458
LBFGS:   53 21:37:22      -67.547731        0.008606
LBFGS:   54 21:37:22      -67.547769        0.005815
LBFGS:   55 21:37:22      -67.547783        0.001764
LBFGS:   56 21:37:22      -67.547784        0.000153
Optimized energy (eV): -67.54778413884327
