cuequivariance or cuequivariance_torch is not available. Cuequivariance acceleration will be disabled.
Using float64 for MACECalculator, which is slower but more accurate. Recommended for geometry optimization.
Using head Default out of ['Default']
       Step     Time          Energy          fmax
LBFGS:    0 21:24:45      -57.057351        0.276628
LBFGS:    1 21:24:46      -57.061265        0.258957
LBFGS:    2 21:24:46      -57.087727        0.080722
LBFGS:    3 21:24:46      -57.088196        0.080208
LBFGS:    4 21:24:46      -57.092449        0.070859
LBFGS:    5 21:24:46      -57.092713        0.069876
LBFGS:    6 21:24:47      -57.096009        0.079917
LBFGS:    7 21:24:47      -57.098700        0.075713
LBFGS:    8 21:24:47      -57.101292        0.074769
LBFGS:    9 21:24:47      -57.102483        0.085050
LBFGS:   10 21:24:47      -57.103415        0.088329
LBFGS:   11 21:24:47      -57.104679        0.076630
LBFGS:   12 21:24:48      -57.106107        0.046355
LBFGS:   13 21:24:48      -57.106917        0.019026
LBFGS:   14 21:24:48      -57.107111        0.021329
LBFGS:   15 21:24:48      -57.107155        0.018878
LBFGS:   16 21:24:48      -57.107206        0.013770
LBFGS:   17 21:24:48      -57.107267        0.007618
LBFGS:   18 21:24:49      -57.107304        0.005487
LBFGS:   19 21:24:49      -57.107314        0.005262
LBFGS:   20 21:24:49      -57.107317        0.005178
LBFGS:   21 21:24:49      -57.107320        0.005082
LBFGS:   22 21:24:49      -57.107329        0.004977
LBFGS:   23 21:24:49      -57.107346        0.006610
LBFGS:   24 21:24:49      -57.107372        0.007770
LBFGS:   25 21:24:50      -57.107398        0.009989
LBFGS:   26 21:24:50      -57.107413        0.009299
LBFGS:   27 21:24:50      -57.107423        0.007442
LBFGS:   28 21:24:50      -57.107436        0.007877
LBFGS:   29 21:24:50      -57.107456        0.007296
LBFGS:   30 21:24:50      -57.107477        0.005200
LBFGS:   31 21:24:50      -57.107489        0.006211
LBFGS:   32 21:24:51      -57.107493        0.006467
LBFGS:   33 21:24:51      -57.107497        0.005807
LBFGS:   34 21:24:51      -57.107503        0.004091
LBFGS:   35 21:24:51      -57.107509        0.002656
LBFGS:   36 21:24:51      -57.107513        0.003020
LBFGS:   37 21:24:51      -57.107514        0.002569
LBFGS:   38 21:24:52      -57.107514        0.002048
LBFGS:   39 21:24:52      -57.107515        0.001798
LBFGS:   40 21:24:52      -57.107517        0.001501
LBFGS:   41 21:24:52      -57.107518        0.000957
Optimized energy (eV): -57.10751778931604
