cuequivariance or cuequivariance_torch is not available. Cuequivariance acceleration will be disabled.
Using float64 for MACECalculator, which is slower but more accurate. Recommended for geometry optimization.
Using head Default out of ['Default']
       Step     Time          Energy          fmax
LBFGS:    0 23:05:06     -166.648939        0.650997
LBFGS:    1 23:05:06     -166.668342        0.549202
LBFGS:    2 23:05:06     -166.702243        0.229288
LBFGS:    3 23:05:07     -166.704491        0.094300
LBFGS:    4 23:05:07     -166.705719        0.090519
LBFGS:    5 23:05:07     -166.710849        0.078754
LBFGS:    6 23:05:07     -166.711848        0.086537
LBFGS:    7 23:05:07     -166.712785        0.087411
LBFGS:    8 23:05:07     -166.713663        0.076671
LBFGS:    9 23:05:08     -166.715593        0.079888
LBFGS:   10 23:05:08     -166.717054        0.083291
LBFGS:   11 23:05:08     -166.718036        0.092316
LBFGS:   12 23:05:08     -166.718791        0.080959
LBFGS:   13 23:05:08     -166.719823        0.055298
LBFGS:   14 23:05:09     -166.721067        0.064069
LBFGS:   15 23:05:09     -166.722088        0.058581
LBFGS:   16 23:05:09     -166.722643        0.049111
LBFGS:   17 23:05:09     -166.723011        0.046444
LBFGS:   18 23:05:09     -166.723489        0.040417
LBFGS:   19 23:05:09     -166.723994        0.038029
LBFGS:   20 23:05:10     -166.724305        0.030786
LBFGS:   21 23:05:10     -166.724452        0.029847
LBFGS:   22 23:05:10     -166.724580        0.025773
LBFGS:   23 23:05:10     -166.724750        0.032013
LBFGS:   24 23:05:10     -166.724918        0.028422
LBFGS:   25 23:05:11     -166.725024        0.020065
LBFGS:   26 23:05:11     -166.725087        0.019241
LBFGS:   27 23:05:11     -166.725166        0.022196
LBFGS:   28 23:05:11     -166.725305        0.031244
LBFGS:   29 23:05:11     -166.725503        0.033026
LBFGS:   30 23:05:11     -166.725712        0.027880
LBFGS:   31 23:05:12     -166.725910        0.031056
LBFGS:   32 23:05:12     -166.726169        0.033020
LBFGS:   33 23:05:12     -166.726617        0.055796
LBFGS:   34 23:05:12     -166.727331        0.071021
LBFGS:   35 23:05:12     -166.728105        0.061185
LBFGS:   36 23:05:13     -166.728565        0.032061
LBFGS:   37 23:05:13     -166.728731        0.027211
LBFGS:   38 23:05:13     -166.728826        0.022549
LBFGS:   39 23:05:13     -166.728947        0.026029
LBFGS:   40 23:05:13     -166.729053        0.020282
LBFGS:   41 23:05:13     -166.729125        0.018524
LBFGS:   42 23:05:14     -166.729188        0.020598
LBFGS:   43 23:05:14     -166.729292        0.025150
LBFGS:   44 23:05:14     -166.729470        0.031886
LBFGS:   45 23:05:14     -166.729674        0.027158
LBFGS:   46 23:05:14     -166.729788        0.011812
LBFGS:   47 23:05:15     -166.729811        0.002786
LBFGS:   48 23:05:15     -166.729813        0.001797
LBFGS:   49 23:05:15     -166.729813        0.001322
LBFGS:   50 23:05:15     -166.729814        0.000593
Optimized energy (eV): -166.7298136609526
