cuequivariance or cuequivariance_torch is not available. Cuequivariance acceleration will be disabled.
Using float64 for MACECalculator, which is slower but more accurate. Recommended for geometry optimization.
Using head Default out of ['Default']
       Step     Time          Energy          fmax
LBFGS:    0 16:10:51      -67.403985        0.032110
LBFGS:    1 16:10:52      -67.404016        0.031940
LBFGS:    2 16:10:52      -67.404498        0.027578
LBFGS:    3 16:10:52      -67.404557        0.030336
LBFGS:    4 16:10:53      -67.405255        0.048602
LBFGS:    5 16:10:53      -67.405717        0.045109
LBFGS:    6 16:10:53      -67.406014        0.025835
LBFGS:    7 16:10:53      -67.406081        0.021366
LBFGS:    8 16:10:53      -67.406111        0.019727
LBFGS:    9 16:10:54      -67.406155        0.013977
LBFGS:   10 16:10:54      -67.406206        0.012196
LBFGS:   11 16:10:54      -67.406237        0.011064
LBFGS:   12 16:10:54      -67.406249        0.009938
LBFGS:   13 16:10:54      -67.406259        0.008873
LBFGS:   14 16:10:55      -67.406278        0.007094
LBFGS:   15 16:10:55      -67.406304        0.009174
LBFGS:   16 16:10:55      -67.406329        0.008159
LBFGS:   17 16:10:55      -67.406342        0.007011
LBFGS:   18 16:10:55      -67.406349        0.007633
LBFGS:   19 16:10:56      -67.406358        0.009051
LBFGS:   20 16:10:56      -67.406375        0.010088
LBFGS:   21 16:10:56      -67.406398        0.010417
LBFGS:   22 16:10:56      -67.406420        0.010633
LBFGS:   23 16:10:56      -67.406434        0.012199
LBFGS:   24 16:10:57      -67.406445        0.011546
LBFGS:   25 16:10:57      -67.406463        0.009671
LBFGS:   26 16:10:57      -67.406494        0.010279
LBFGS:   27 16:10:57      -67.406528        0.009480
LBFGS:   28 16:10:57      -67.406551        0.010843
LBFGS:   29 16:10:57      -67.406563        0.010917
LBFGS:   30 16:10:58      -67.406575        0.009610
LBFGS:   31 16:10:58      -67.406599        0.009418
LBFGS:   32 16:10:58      -67.406636        0.011136
LBFGS:   33 16:10:58      -67.406675        0.011656
LBFGS:   34 16:10:58      -67.406698        0.014190
LBFGS:   35 16:10:59      -67.406712        0.013787
LBFGS:   36 16:10:59      -67.406730        0.011725
LBFGS:   37 16:10:59      -67.406760        0.007884
LBFGS:   38 16:10:59      -67.406799        0.009086
LBFGS:   39 16:10:59      -67.406830        0.010592
LBFGS:   40 16:11:00      -67.406848        0.011204
LBFGS:   41 16:11:00      -67.406863        0.010467
LBFGS:   42 16:11:00      -67.406890        0.009105
LBFGS:   43 16:11:00      -67.406933        0.008714
LBFGS:   44 16:11:00      -67.406980        0.009051
LBFGS:   45 16:11:01      -67.407007        0.010874
LBFGS:   46 16:11:01      -67.407020        0.010869
LBFGS:   47 16:11:01      -67.407032        0.009976
LBFGS:   48 16:11:01      -67.407054        0.007685
LBFGS:   49 16:11:01      -67.407085        0.007782
LBFGS:   50 16:11:01      -67.407116        0.012021
LBFGS:   51 16:11:02      -67.407137        0.013464
LBFGS:   52 16:11:02      -67.407155        0.012545
LBFGS:   53 16:11:02      -67.407182        0.009811
LBFGS:   54 16:11:02      -67.407225        0.010318
LBFGS:   55 16:11:02      -67.407267        0.008184
LBFGS:   56 16:11:03      -67.407287        0.006838
LBFGS:   57 16:11:03      -67.407292        0.006129
LBFGS:   58 16:11:03      -67.407294        0.005049
LBFGS:   59 16:11:03      -67.407298        0.003012
LBFGS:   60 16:11:03      -67.407301        0.001799
LBFGS:   61 16:11:03      -67.407303        0.001854
LBFGS:   62 16:11:04      -67.407304        0.001885
LBFGS:   63 16:11:04      -67.407304        0.001689
LBFGS:   64 16:11:04      -67.407304        0.001193
LBFGS:   65 16:11:04      -67.407304        0.000528
Optimized energy (eV): -67.40730410551272
