cuequivariance or cuequivariance_torch is not available. Cuequivariance acceleration will be disabled.
Using float64 for MACECalculator, which is slower but more accurate. Recommended for geometry optimization.
Using head Default out of ['Default']
       Step     Time          Energy          fmax
LBFGS:    0 18:51:03     -302.578085        1.018013
LBFGS:    1 18:51:04     -302.625336        0.951469
LBFGS:    2 18:51:04     -302.749710        0.913307
LBFGS:    3 18:51:04     -302.833401        0.237389
LBFGS:    4 18:51:05     -302.840690        0.193969
LBFGS:    5 18:51:05     -302.844602        0.227146
LBFGS:    6 18:51:05     -302.852947        0.253613
LBFGS:    7 18:51:05     -302.862552        0.193163
LBFGS:    8 18:51:05     -302.867844        0.079727
LBFGS:    9 18:51:06     -302.869389        0.079955
LBFGS:   10 18:51:06     -302.870189        0.074326
LBFGS:   11 18:51:06     -302.871479        0.074563
LBFGS:   12 18:51:06     -302.873753        0.084484
LBFGS:   13 18:51:07     -302.876514        0.089159
LBFGS:   14 18:51:07     -302.878610        0.082010
LBFGS:   15 18:51:07     -302.879940        0.083898
LBFGS:   16 18:51:07     -302.881458        0.085269
LBFGS:   17 18:51:08     -302.884732        0.135515
LBFGS:   18 18:51:08     -302.891917        0.210883
LBFGS:   19 18:51:08     -302.904697        0.262192
LBFGS:   20 18:51:08     -302.918613        0.211305
LBFGS:   21 18:51:08     -302.929599        0.233364
LBFGS:   22 18:51:09     -302.937226        0.223475
LBFGS:   23 18:51:09     -302.944540        0.200877
LBFGS:   24 18:51:09     -302.961808        0.249114
LBFGS:   25 18:51:09     -302.984352        0.300915
LBFGS:   26 18:51:10     -303.005607        0.239947
LBFGS:   27 18:51:10     -303.017015        0.150531
LBFGS:   28 18:51:10     -303.020721        0.126467
LBFGS:   29 18:51:10     -303.022715        0.104330
LBFGS:   30 18:51:10     -303.028899        0.094215
LBFGS:   31 18:51:11     -303.034369        0.082964
LBFGS:   32 18:51:11     -303.037460        0.048553
LBFGS:   33 18:51:11     -303.038234        0.041427
LBFGS:   34 18:51:11     -303.038604        0.037058
LBFGS:   35 18:51:12     -303.039190        0.037976
LBFGS:   36 18:51:12     -303.040048        0.043293
LBFGS:   37 18:51:12     -303.040708        0.033045
LBFGS:   38 18:51:12     -303.040945        0.017825
LBFGS:   39 18:51:13     -303.041021        0.014463
LBFGS:   40 18:51:13     -303.041112        0.016937
LBFGS:   41 18:51:13     -303.041292        0.020906
LBFGS:   42 18:51:13     -303.041540        0.020417
LBFGS:   43 18:51:13     -303.041746        0.013651
LBFGS:   44 18:51:14     -303.041847        0.014513
LBFGS:   45 18:51:14     -303.041916        0.014599
LBFGS:   46 18:51:14     -303.042031        0.020132
LBFGS:   47 18:51:14     -303.042241        0.024994
LBFGS:   48 18:51:15     -303.042521        0.025095
LBFGS:   49 18:51:15     -303.042730        0.018336
LBFGS:   50 18:51:15     -303.042814        0.015539
LBFGS:   51 18:51:15     -303.042859        0.016241
LBFGS:   52 18:51:16     -303.042929        0.017785
LBFGS:   53 18:51:16     -303.043047        0.017158
LBFGS:   54 18:51:16     -303.043182        0.012693
LBFGS:   55 18:51:16     -303.043266        0.012399
LBFGS:   56 18:51:16     -303.043303        0.012408
LBFGS:   57 18:51:17     -303.043339        0.011920
LBFGS:   58 18:51:17     -303.043413        0.013436
LBFGS:   59 18:51:17     -303.043553        0.014275
LBFGS:   60 18:51:17     -303.043753        0.014605
LBFGS:   61 18:51:18     -303.043922        0.019812
LBFGS:   62 18:51:18     -303.044012        0.024889
LBFGS:   63 18:51:18     -303.044075        0.025811
LBFGS:   64 18:51:18     -303.044179        0.024327
LBFGS:   65 18:51:18     -303.044363        0.018839
LBFGS:   66 18:51:19     -303.044594        0.014725
LBFGS:   67 18:51:19     -303.044748        0.014149
LBFGS:   68 18:51:19     -303.044804        0.011782
LBFGS:   69 18:51:19     -303.044832        0.012457
LBFGS:   70 18:51:20     -303.044880        0.011911
LBFGS:   71 18:51:20     -303.044956        0.011081
LBFGS:   72 18:51:20     -303.045038        0.008650
LBFGS:   73 18:51:20     -303.045082        0.008734
LBFGS:   74 18:51:20     -303.045097        0.008717
LBFGS:   75 18:51:21     -303.045110        0.008658
LBFGS:   76 18:51:21     -303.045134        0.008493
LBFGS:   77 18:51:21     -303.045170        0.008182
LBFGS:   78 18:51:21     -303.045205        0.007797
LBFGS:   79 18:51:22     -303.045225        0.007552
LBFGS:   80 18:51:22     -303.045235        0.007429
LBFGS:   81 18:51:22     -303.045248        0.007242
LBFGS:   82 18:51:22     -303.045279        0.009087
LBFGS:   83 18:51:22     -303.045336        0.010841
LBFGS:   84 18:51:23     -303.045415        0.010701
LBFGS:   85 18:51:23     -303.045474        0.009976
LBFGS:   86 18:51:23     -303.045498        0.009041
LBFGS:   87 18:51:23     -303.045509        0.007342
LBFGS:   88 18:51:24     -303.045523        0.006648
LBFGS:   89 18:51:24     -303.045542        0.005110
LBFGS:   90 18:51:24     -303.045557        0.002747
LBFGS:   91 18:51:24     -303.045562        0.001258
LBFGS:   92 18:51:24     -303.045562        0.000984
Optimized energy (eV): -303.04556245071643
