cuequivariance or cuequivariance_torch is not available. Cuequivariance acceleration will be disabled.
Using float64 for MACECalculator, which is slower but more accurate. Recommended for geometry optimization.
Using head Default out of ['Default']
       Step     Time          Energy          fmax
LBFGS:    0 22:29:34     -210.404306        0.076360
LBFGS:    1 22:29:35     -210.404579        0.067411
LBFGS:    2 22:29:35     -210.405807        0.039481
LBFGS:    3 22:29:35     -210.405886        0.036682
LBFGS:    4 22:29:36     -210.406250        0.025829
LBFGS:    5 22:29:36     -210.406315        0.025566
LBFGS:    6 22:29:36     -210.406415        0.025099
LBFGS:    7 22:29:37     -210.406553        0.030747
LBFGS:    8 22:29:37     -210.406760        0.028990
LBFGS:    9 22:29:37     -210.406926        0.027672
LBFGS:   10 22:29:38     -210.407039        0.028039
LBFGS:   11 22:29:38     -210.407150        0.023924
LBFGS:   12 22:29:38     -210.407334        0.032847
LBFGS:   13 22:29:39     -210.407597        0.037248
LBFGS:   14 22:29:39     -210.407853        0.032028
LBFGS:   15 22:29:39     -210.408007        0.033226
LBFGS:   16 22:29:40     -210.408106        0.028777
LBFGS:   17 22:29:40     -210.408233        0.031497
LBFGS:   18 22:29:40     -210.408418        0.035247
LBFGS:   19 22:29:41     -210.408593        0.025587
LBFGS:   20 22:29:41     -210.408688        0.017569
LBFGS:   21 22:29:41     -210.408736        0.016852
LBFGS:   22 22:29:42     -210.408790        0.016051
LBFGS:   23 22:29:42     -210.408867        0.018930
LBFGS:   24 22:29:42     -210.408941        0.015012
LBFGS:   25 22:29:42     -210.408983        0.010944
LBFGS:   26 22:29:43     -210.409003        0.010435
LBFGS:   27 22:29:43     -210.409025        0.011212
LBFGS:   28 22:29:43     -210.409058        0.013443
LBFGS:   29 22:29:44     -210.409093        0.010887
LBFGS:   30 22:29:44     -210.409114        0.007637
LBFGS:   31 22:29:44     -210.409126        0.006721
LBFGS:   32 22:29:45     -210.409138        0.006990
LBFGS:   33 22:29:45     -210.409156        0.008371
LBFGS:   34 22:29:45     -210.409175        0.006812
LBFGS:   35 22:29:46     -210.409186        0.005473
LBFGS:   36 22:29:46     -210.409193        0.005391
LBFGS:   37 22:29:46     -210.409200        0.005552
LBFGS:   38 22:29:47     -210.409211        0.007317
LBFGS:   39 22:29:47     -210.409227        0.007003
LBFGS:   40 22:29:47     -210.409243        0.007357
LBFGS:   41 22:29:48     -210.409257        0.008366
LBFGS:   42 22:29:48     -210.409275        0.008573
LBFGS:   43 22:29:48     -210.409304        0.009147
LBFGS:   44 22:29:49     -210.409345        0.009809
LBFGS:   45 22:29:49     -210.409379        0.007457
LBFGS:   46 22:29:49     -210.409395        0.005444
LBFGS:   47 22:29:50     -210.409401        0.004981
LBFGS:   48 22:29:50     -210.409406        0.003951
LBFGS:   49 22:29:50     -210.409414        0.003806
LBFGS:   50 22:29:50     -210.409421        0.003995
LBFGS:   51 22:29:51     -210.409428        0.005167
LBFGS:   52 22:29:51     -210.409436        0.006060
LBFGS:   53 22:29:51     -210.409453        0.006984
LBFGS:   54 22:29:52     -210.409490        0.011553
LBFGS:   55 22:29:52     -210.409566        0.016446
LBFGS:   56 22:29:52     -210.409678        0.017169
LBFGS:   57 22:29:53     -210.409772        0.010318
LBFGS:   58 22:29:53     -210.409809        0.005887
LBFGS:   59 22:29:53     -210.409817        0.004572
LBFGS:   60 22:29:54     -210.409821        0.002992
LBFGS:   61 22:29:54     -210.409825        0.001685
LBFGS:   62 22:29:54     -210.409826        0.000611
Optimized energy (eV): -210.40982608262408
