cuequivariance or cuequivariance_torch is not available. Cuequivariance acceleration will be disabled.
Using float64 for MACECalculator, which is slower but more accurate. Recommended for geometry optimization.
Using head Default out of ['Default']
       Step     Time          Energy          fmax
LBFGS:    0 23:03:31     -274.905130        1.414326
LBFGS:    1 23:03:32     -274.976968        1.235857
LBFGS:    2 23:03:33     -275.136821        0.668219
LBFGS:    3 23:03:33     -275.158328        0.277365
LBFGS:    4 23:03:33     -275.164449        0.251394
LBFGS:    5 23:03:33     -275.186617        0.094061
LBFGS:    6 23:03:34     -275.187480        0.083246
LBFGS:    7 23:03:34     -275.190463        0.066960
LBFGS:    8 23:03:34     -275.192532        0.072392
LBFGS:    9 23:03:35     -275.193735        0.065175
LBFGS:   10 23:03:35     -275.194564        0.064223
LBFGS:   11 23:03:35     -275.195717        0.070546
LBFGS:   12 23:03:35     -275.197205        0.071421
LBFGS:   13 23:03:36     -275.198544        0.062444
LBFGS:   14 23:03:36     -275.199485        0.056427
LBFGS:   15 23:03:36     -275.200366        0.073323
LBFGS:   16 23:03:37     -275.201584        0.074996
LBFGS:   17 23:03:37     -275.203029        0.051561
LBFGS:   18 23:03:37     -275.204160        0.050040
LBFGS:   19 23:03:38     -275.204835        0.047632
LBFGS:   20 23:03:38     -275.205443        0.048093
LBFGS:   21 23:03:38     -275.206320        0.050899
LBFGS:   22 23:03:38     -275.207259        0.036947
LBFGS:   23 23:03:39     -275.207856        0.030347
LBFGS:   24 23:03:39     -275.208146        0.027766
LBFGS:   25 23:03:39     -275.208398        0.025839
LBFGS:   26 23:03:40     -275.208746        0.026854
LBFGS:   27 23:03:40     -275.209109        0.024017
LBFGS:   28 23:03:40     -275.209337        0.022719
LBFGS:   29 23:03:41     -275.209449        0.022593
LBFGS:   30 23:03:41     -275.209563        0.018575
LBFGS:   31 23:03:41     -275.209765        0.022517
LBFGS:   32 23:03:42     -275.210042        0.020396
LBFGS:   33 23:03:42     -275.210293        0.021888
LBFGS:   34 23:03:42     -275.210457        0.025445
LBFGS:   35 23:03:42     -275.210600        0.024153
LBFGS:   36 23:03:43     -275.210804        0.024352
LBFGS:   37 23:03:43     -275.211067        0.029739
LBFGS:   38 23:03:43     -275.211275        0.023195
LBFGS:   39 23:03:44     -275.211367        0.012001
LBFGS:   40 23:03:44     -275.211413        0.011786
LBFGS:   41 23:03:44     -275.211478        0.015078
LBFGS:   42 23:03:45     -275.211593        0.016791
LBFGS:   43 23:03:45     -275.211743        0.014526
LBFGS:   44 23:03:45     -275.211885        0.018388
LBFGS:   45 23:03:46     -275.212015        0.022317
LBFGS:   46 23:03:46     -275.212193        0.023454
LBFGS:   47 23:03:46     -275.212519        0.031764
LBFGS:   48 23:03:46     -275.213040        0.039798
LBFGS:   49 23:03:47     -275.213586        0.032152
LBFGS:   50 23:03:47     -275.213889        0.020815
LBFGS:   51 23:03:47     -275.213999        0.018618
LBFGS:   52 23:03:48     -275.214068        0.015087
LBFGS:   53 23:03:48     -275.214151        0.010279
LBFGS:   54 23:03:48     -275.214204        0.006903
LBFGS:   55 23:03:48     -275.214222        0.005668
LBFGS:   56 23:03:49     -275.214228        0.005145
LBFGS:   57 23:03:49     -275.214233        0.004750
LBFGS:   58 23:03:49     -275.214242        0.004685
LBFGS:   59 23:03:50     -275.214248        0.004567
LBFGS:   60 23:03:50     -275.214251        0.004466
LBFGS:   61 23:03:50     -275.214252        0.004398
LBFGS:   62 23:03:50     -275.214254        0.004291
LBFGS:   63 23:03:51     -275.214259        0.004081
LBFGS:   64 23:03:51     -275.214265        0.003747
LBFGS:   65 23:03:51     -275.214271        0.003997
LBFGS:   66 23:03:51     -275.214277        0.004954
LBFGS:   67 23:03:52     -275.214283        0.005454
LBFGS:   68 23:03:52     -275.214294        0.005273
LBFGS:   69 23:03:52     -275.214309        0.004563
LBFGS:   70 23:03:53     -275.214322        0.004666
LBFGS:   71 23:03:53     -275.214327        0.003350
LBFGS:   72 23:03:53     -275.214329        0.002259
LBFGS:   73 23:03:53     -275.214330        0.001740
LBFGS:   74 23:03:54     -275.214331        0.001049
LBFGS:   75 23:03:54     -275.214332        0.000513
Optimized energy (eV): -275.21433198296705
