cuequivariance or cuequivariance_torch is not available. Cuequivariance acceleration will be disabled.
Using float64 for MACECalculator, which is slower but more accurate. Recommended for geometry optimization.
Using head Default out of ['Default']
       Step     Time          Energy          fmax
LBFGS:    0 11:00:07     -208.298009        0.248765
LBFGS:    1 11:00:07     -208.300877        0.228160
LBFGS:    2 11:00:08     -208.316568        0.079631
LBFGS:    3 11:00:08     -208.317022        0.076251
LBFGS:    4 11:00:08     -208.319906        0.046873
LBFGS:    5 11:00:08     -208.320371        0.041466
LBFGS:    6 11:00:09     -208.320661        0.038399
LBFGS:    7 11:00:09     -208.320959        0.038278
LBFGS:    8 11:00:09     -208.321492        0.039052
LBFGS:    9 11:00:09     -208.321936        0.031973
LBFGS:   10 11:00:10     -208.322189        0.039865
LBFGS:   11 11:00:10     -208.322333        0.036274
LBFGS:   12 11:00:10     -208.322521        0.025932
LBFGS:   13 11:00:10     -208.322793        0.023225
LBFGS:   14 11:00:10     -208.323068        0.028475
LBFGS:   15 11:00:11     -208.323246        0.033408
LBFGS:   16 11:00:11     -208.323361        0.030797
LBFGS:   17 11:00:11     -208.323498        0.022938
LBFGS:   18 11:00:11     -208.323687        0.021500
LBFGS:   19 11:00:12     -208.323872        0.021902
LBFGS:   20 11:00:12     -208.323993        0.023525
LBFGS:   21 11:00:12     -208.324079        0.021514
LBFGS:   22 11:00:12     -208.324187        0.017338
LBFGS:   23 11:00:13     -208.324332        0.017040
LBFGS:   24 11:00:13     -208.324464        0.018038
LBFGS:   25 11:00:13     -208.324546        0.016807
LBFGS:   26 11:00:13     -208.324603        0.014013
LBFGS:   27 11:00:13     -208.324677        0.013260
LBFGS:   28 11:00:14     -208.324771        0.012888
LBFGS:   29 11:00:14     -208.324846        0.010728
LBFGS:   30 11:00:14     -208.324882        0.010032
LBFGS:   31 11:00:14     -208.324901        0.009704
LBFGS:   32 11:00:15     -208.324925        0.009210
LBFGS:   33 11:00:15     -208.324960        0.008389
LBFGS:   34 11:00:15     -208.324996        0.009967
LBFGS:   35 11:00:15     -208.325023        0.012483
LBFGS:   36 11:00:16     -208.325050        0.012522
LBFGS:   37 11:00:16     -208.325101        0.012815
LBFGS:   38 11:00:16     -208.325204        0.016001
LBFGS:   39 11:00:16     -208.325385        0.020708
LBFGS:   40 11:00:17     -208.325612        0.024727
LBFGS:   41 11:00:17     -208.325799        0.026476
LBFGS:   42 11:00:17     -208.325920        0.024234
LBFGS:   43 11:00:17     -208.326013        0.016824
LBFGS:   44 11:00:18     -208.326092        0.008374
LBFGS:   45 11:00:18     -208.326133        0.006097
LBFGS:   46 11:00:18     -208.326143        0.006111
LBFGS:   47 11:00:18     -208.326146        0.006087
LBFGS:   48 11:00:19     -208.326151        0.006030
LBFGS:   49 11:00:19     -208.326158        0.005888
LBFGS:   50 11:00:19     -208.326168        0.005649
LBFGS:   51 11:00:19     -208.326180        0.008366
LBFGS:   52 11:00:20     -208.326195        0.010506
LBFGS:   53 11:00:20     -208.326222        0.012994
LBFGS:   54 11:00:20     -208.326274        0.014291
LBFGS:   55 11:00:20     -208.326354        0.014637
LBFGS:   56 11:00:21     -208.326431        0.012164
LBFGS:   57 11:00:21     -208.326468        0.007857
LBFGS:   58 11:00:21     -208.326479        0.007909
LBFGS:   59 11:00:21     -208.326487        0.007758
LBFGS:   60 11:00:22     -208.326505        0.007725
LBFGS:   61 11:00:22     -208.326536        0.010496
LBFGS:   62 11:00:22     -208.326585        0.014128
LBFGS:   63 11:00:22     -208.326645        0.017321
LBFGS:   64 11:00:23     -208.326717        0.017351
LBFGS:   65 11:00:23     -208.326818        0.020386
LBFGS:   66 11:00:23     -208.326960        0.019566
LBFGS:   67 11:00:23     -208.327102        0.012413
LBFGS:   68 11:00:24     -208.327173        0.004054
LBFGS:   69 11:00:24     -208.327186        0.001218
LBFGS:   70 11:00:24     -208.327187        0.000209
Optimized energy (eV): -208.32718689136155
