cuequivariance or cuequivariance_torch is not available. Cuequivariance acceleration will be disabled.
Using float64 for MACECalculator, which is slower but more accurate. Recommended for geometry optimization.
Using head Default out of ['Default']
       Step     Time          Energy          fmax
LBFGS:    0 11:27:33    -1382.005082        0.547704
LBFGS:    1 11:27:37    -1382.245140        0.526057
LBFGS:    2 11:27:41    -1385.054550        0.665764
LBFGS:    3 11:27:44    -1385.332309        0.490180
LBFGS:    4 11:27:48    -1385.862864        0.269869
LBFGS:    5 11:27:52    -1386.710401        0.347656
LBFGS:    6 11:27:56    -1387.011367        0.455011
LBFGS:    7 11:28:00    -1387.236735        0.449017
LBFGS:    8 11:28:04    -1387.465039        0.339929
LBFGS:    9 11:28:07    -1387.737165        0.193891
LBFGS:   10 11:28:11    -1387.981933        0.202066
LBFGS:   11 11:28:15    -1388.102353        0.220997
LBFGS:   12 11:28:19    -1388.183249        0.222943
LBFGS:   13 11:28:23    -1388.291628        0.209541
LBFGS:   14 11:28:26    -1388.422710        0.172790
LBFGS:   15 11:28:30    -1388.526318        0.129952
LBFGS:   16 11:28:34    -1388.592552        0.149161
LBFGS:   17 11:28:37    -1388.646358        0.156115
LBFGS:   18 11:28:41    -1388.710551        0.142083
LBFGS:   19 11:28:45    -1388.793860        0.106056
LBFGS:   20 11:28:49    -1388.859943        0.122674
LBFGS:   21 11:28:53    -1388.894229        0.135895
LBFGS:   22 11:28:56    -1388.919286        0.110443
LBFGS:   23 11:29:00    -1388.953309        0.074798
LBFGS:   24 11:29:04    -1388.993184        0.070866
LBFGS:   25 11:29:08    -1389.022232        0.095754
LBFGS:   26 11:29:12    -1389.034511        0.101935
LBFGS:   27 11:29:15    -1389.040771        0.084764
LBFGS:   28 11:29:19    -1389.049187        0.052883
LBFGS:   29 11:29:23    -1389.058894        0.037722
LBFGS:   30 11:29:27    -1389.066043        0.034999
LBFGS:   31 11:29:30    -1389.069977        0.027666
LBFGS:   32 11:29:34    -1389.073432        0.024437
LBFGS:   33 11:29:38    -1389.077879        0.020324
LBFGS:   34 11:29:42    -1389.081850        0.017010
LBFGS:   35 11:29:45    -1389.083743        0.019089
LBFGS:   36 11:29:49    -1389.084346        0.019540
LBFGS:   37 11:29:53    -1389.084779        0.019160
LBFGS:   38 11:29:56    -1389.085477        0.017612
LBFGS:   39 11:30:00    -1389.086194        0.014802
LBFGS:   40 11:30:04    -1389.086628        0.011849
LBFGS:   41 11:30:07    -1389.086809        0.009817
LBFGS:   42 11:30:11    -1389.086943        0.007734
LBFGS:   43 11:30:15    -1389.087107        0.006167
LBFGS:   44 11:30:19    -1389.087238        0.004385
LBFGS:   45 11:30:23    -1389.087304        0.004176
LBFGS:   46 11:30:26    -1389.087339        0.003556
LBFGS:   47 11:30:30    -1389.087385        0.003526
LBFGS:   48 11:30:34    -1389.087448        0.002902
LBFGS:   49 11:30:38    -1389.087503        0.002611
LBFGS:   50 11:30:42    -1389.087529        0.002471
LBFGS:   51 11:30:45    -1389.087542        0.001749
LBFGS:   52 11:30:49    -1389.087555        0.001530
LBFGS:   53 11:30:53    -1389.087572        0.001443
LBFGS:   54 11:30:57    -1389.087584        0.001266
LBFGS:   55 11:31:00    -1389.087589        0.001109
LBFGS:   56 11:31:04    -1389.087592        0.000871
Optimized energy (eV): -1389.0875920881392
--- 223.96514439582825 seconds ---
