cuequivariance or cuequivariance_torch is not available. Cuequivariance acceleration will be disabled.
Using float64 for MACECalculator, which is slower but more accurate. Recommended for geometry optimization.
Using head Default out of ['Default']
       Step     Time          Energy          fmax
LBFGS:    0 07:32:28     -113.044676        0.940837
LBFGS:    1 07:32:29     -113.074399        0.872670
LBFGS:    2 07:32:29     -113.234508        0.233275
LBFGS:    3 07:32:29     -113.238094        0.200510
LBFGS:    4 07:32:29     -113.252977        0.103753
LBFGS:    5 07:32:29     -113.253705        0.111636
LBFGS:    6 07:32:29     -113.254712        0.103342
LBFGS:    7 07:32:30     -113.255850        0.072240
LBFGS:    8 07:32:30     -113.256995        0.067108
LBFGS:    9 07:32:30     -113.257638        0.068790
LBFGS:   10 07:32:30     -113.258107        0.056625
LBFGS:   11 07:32:30     -113.258659        0.037626
LBFGS:   12 07:32:30     -113.259331        0.039881
LBFGS:   13 07:32:30     -113.259859        0.043212
LBFGS:   14 07:32:30     -113.260160        0.046316
LBFGS:   15 07:32:30     -113.260399        0.046941
LBFGS:   16 07:32:31     -113.260734        0.047341
LBFGS:   17 07:32:31     -113.261162        0.045883
LBFGS:   18 07:32:31     -113.261552        0.050048
LBFGS:   19 07:32:31     -113.261845        0.055286
LBFGS:   20 07:32:31     -113.262155        0.050748
LBFGS:   21 07:32:31     -113.262630        0.035291
LBFGS:   22 07:32:31     -113.263210        0.031672
LBFGS:   23 07:32:31     -113.263595        0.018788
LBFGS:   24 07:32:32     -113.263708        0.014901
LBFGS:   25 07:32:32     -113.263735        0.013207
LBFGS:   26 07:32:32     -113.263761        0.011000
LBFGS:   27 07:32:32     -113.263809        0.008281
LBFGS:   28 07:32:32     -113.263855        0.007711
LBFGS:   29 07:32:32     -113.263877        0.003693
LBFGS:   30 07:32:32     -113.263881        0.002119
LBFGS:   31 07:32:32     -113.263881        0.001788
LBFGS:   32 07:32:33     -113.263881        0.001361
LBFGS:   33 07:32:33     -113.263882        0.000684
Optimized energy (eV): -113.26388173835738
